function_name,polynomial_size,max_error,l2_error
toom3,128,0.00000000000002724716046061484204,0.00000000000007925860497067213318
toom4,128,0.00000000000002724716046061484204,0.00000000000007925860497067213318
naive,128,0.00000000000000460193139114142805,0.00000000000001564231288263649644
karatsuba,128,0.00000000000000775426445036711130,0.00000000000002077063975434654732
toom3,128,0.00000000000001169804876734814256,0.00000000000004568402319522969084
toom4,128,0.00000000000001169804876734814256,0.00000000000004568402319522969084
naive,128,0.00000000000000408028842708592274,0.00000000000001352224274678557375
karatsuba,128,0.00000000000000863081499973292819,0.00000000000002501635695346879955
toom3,128,0.00000000000002168243682420572547,0.00000000000005596553180145660655
toom4,128,0.00000000000002168243682420572547,0.00000000000005596553180145660655
naive,128,0.00000000000000276580032518864192,0.00000000000001296760951756832698
karatsuba,128,0.00000000000000976327351889846928,0.00000000000002411898367201061459
toom3,128,0.00000000000001165104793924003531,0.00000000000004457235280462998132
toom4,128,0.00000000000001165104793924003531,0.00000000000004457235280462998132
naive,128,0.00000000000000417945032475763712,0.00000000000001256582816662364579
karatsuba,128,0.00000000000000862076394134158593,0.00000000000002613810428485709556
toom3,128,0.00000000000001747595421849426445,0.00000000000006337912900609224286
toom4,128,0.00000000000001747595421849426445,0.00000000000006337912900609224286
naive,128,0.00000000000000417297542273537307,0.00000000000001310059889760960485
karatsuba,128,0.00000000000001001548455726055425,0.00000000000002140587562128738772
toom3,128,0.00000000000001900802527259193170,0.00000000000007276769562706551504
toom4,128,0.00000000000001900802527259193170,0.00000000000007276769562706551504
naive,128,0.00000000000000886825178752443158,0.00000000000001555361802805168795
karatsuba,128,0.00000000000000763948468453206190,0.00000000000002119002329279736362
toom3,128,0.00000000000000905676830275969987,0.00000000000004032945494595685012
toom4,128,0.00000000000000905676830275969987,0.00000000000004032945494595685012
naive,128,0.00000000000000732062512555704080,0.00000000000001645869455926417736
karatsuba,128,0.00000000000000584038646390851793,0.00000000000001960930997603338248
toom3,128,0.00000000000001512852629547529067,0.00000000000004664042306353879859
toom4,128,0.00000000000001512852629547529067,0.00000000000004664042306353879859
naive,128,0.00000000000000422297706637025255,0.00000000000001410380680699054504
karatsuba,128,0.00000000000000706600895008696088,0.00000000000001950167252247093714
toom3,128,0.00000000000001876626046152811162,0.00000000000006009149798903865259
toom4,128,0.00000000000001876626046152811162,0.00000000000006009149798903865259
naive,128,0.00000000000000360534451632638629,0.00000000000001251758213300400262
karatsuba,128,0.00000000000000902447021457332530,0.00000000000002303965800919392823
toom3,128,0.00000000000000929329557195990813,0.00000000000003776243496024830665
toom4,128,0.00000000000000929329557195990813,0.00000000000003776243496024830665
naive,128,0.00000000000000399357425136279109,0.00000000000001319594875973105248
karatsuba,128,0.00000000000000908127590284279898,0.00000000000002223035165501713496
toom3,128,0.00000000000001594038806518772189,0.00000000000005602836189453725537
toom4,128,0.00000000000001594038806518772189,0.00000000000005602836189453725537
naive,128,0.00000000000000345150684241225749,0.00000000000001296262028447235928
karatsuba,128,0.00000000000000675194044116744131,0.00000000000002087641593681252554
toom3,128,0.00000000000001151716754705352543,0.00000000000005042425646761866253
toom4,128,0.00000000000001151716754705352543,0.00000000000005042425646761866253
naive,128,0.00000000000000521982389533456989,0.00000000000001426211295744847239
karatsuba,128,0.00000000000000699143766001648275,0.00000000000002623582084644727049
toom3,128,0.00000000000001222470211610555586,0.00000000000004943033637086196458
toom4,128,0.00000000000001222470211610555586,0.00000000000004943033637086196458
naive,128,0.00000000000000443515560459524343,0.00000000000001131457265827227617
karatsuba,128,0.00000000000000954912102380561791,0.00000000000002581394443088731462
toom3,128,0.00000000000000851542565337808028,0.00000000000003592357244673159036
toom4,128,0.00000000000000851542565337808028,0.00000000000003592357244673159036
naive,128,0.00000000000000431250234852859547,0.00000000000001277333152151416817
karatsuba,128,0.00000000000000860368946815855655,0.00000000000002344729702542624398
toom3,128,0.00000000000000985271440738339010,0.00000000000004600664262869330988
toom4,128,0.00000000000000985271440738339010,0.00000000000004600664262869330988
naive,128,0.00000000000000286709236457392457,0.00000000000001091360705017737695
karatsuba,128,0.00000000000000764730735876020697,0.00000000000001901517227980759573
toom3,128,0.00000000000000797951248625335612,0.00000000000003394235106603855473
toom4,128,0.00000000000000797951248625335612,0.00000000000003394235106603855473
naive,128,0.00000000000000605376161914960132,0.00000000000001291149161009550897
karatsuba,128,0.00000000000001096118256660786960,0.00000000000002245865089336305094
toom3,128,0.00000000000001088878545223978517,0.00000000000004013936548922426467
toom4,128,0.00000000000001088878545223978517,0.00000000000004013936548922426467
naive,128,0.00000000000000739025776721444844,0.00000000000001694933684649480779
karatsuba,128,0.00000000000000837533950545127441,0.00000000000002534605187182695433
toom3,128,0.00000000000001477217435981666832,0.00000000000004584983025795292858
toom4,128,0.00000000000001477217435981666832,0.00000000000004584983025795292858
naive,128,0.00000000000000543871415278734339,0.00000000000001647925398381787673
karatsuba,128,0.00000000000000949440040305913528,0.00000000000002466874357659705870
toom3,128,0.00000000000001431778398615048084,0.00000000000005163346537486447851
toom4,128,0.00000000000001431778398615048084,0.00000000000005163346537486447851
naive,128,0.00000000000000507389509022321921,0.00000000000001394941441799700446
karatsuba,128,0.00000000000001037153307052520877,0.00000000000002816822549161055164
toom3,128,0.00000000000001263302087982038521,0.00000000000005120282971540509413
toom4,128,0.00000000000001263302087982038521,0.00000000000005120282971540509413
naive,128,0.00000000000000741294930654567672,0.00000000000001328253649022179191
karatsuba,128,0.00000000000000492399492781763570,0.00000000000002021230654630634133
toom3,128,0.00000000000001114336896873591475,0.00000000000003797651917296995383
toom4,128,0.00000000000001114336896873591475,0.00000000000003797651917296995383
naive,128,0.00000000000000369277755228377409,0.00000000000001084569145436090065
karatsuba,128,0.00000000000000797795737703727475,0.00000000000002138891149141672124
toom3,128,0.00000000000000747201933545004396,0.00000000000003588036745932366317
toom4,128,0.00000000000000747201933545004396,0.00000000000003588036745932366317
naive,128,0.00000000000000453264450078933600,0.00000000000001385981020244252305
karatsuba,128,0.00000000000000936886886507968100,0.00000000000002404571911210448362
toom3,128,0.00000000000001163617533981794721,0.00000000000005152885411737733447
toom4,128,0.00000000000001163617533981794721,0.00000000000005152885411737733447
naive,128,0.00000000000000566957212738965922,0.00000000000001474045587188036402
karatsuba,128,0.00000000000000753865329087224324,0.00000000000002183932494271876804
toom3,128,0.00000000000001121699192238625268,0.00000000000004430743818223580212
toom4,128,0.00000000000001121699192238625268,0.00000000000004430743818223580212
naive,128,0.00000000000000328784916892583386,0.00000000000001277437394997756975
karatsuba,128,0.00000000000000859787007602627669,0.00000000000002197419651402480012
toom3,128,0.00000000000000939251461652675746,0.00000000000003636658059212153655
toom4,128,0.00000000000000939251461652675746,0.00000000000003636658059212153655
naive,128,0.00000000000000659124828162418442,0.00000000000001433136567736645807
karatsuba,128,0.00000000000001437215096125550730,0.00000000000003098937619094378310
toom3,128,0.00000000000001800000161171740100,0.00000000000005085351580828852092
toom4,128,0.00000000000001800000161171740100,0.00000000000005085351580828852092
naive,128,0.00000000000000290129953545405188,0.00000000000001156252621993722526
karatsuba,128,0.00000000000000343660538119159500,0.00000000000001392709793040333415
toom3,128,0.00000000000002206822978985581131,0.00000000000005636777012103466488
toom4,128,0.00000000000002206822978985581131,0.00000000000005636777012103466488
naive,128,0.00000000000000453829302378776620,0.00000000000001472952837472194669
karatsuba,128,0.00000000000000792334098835100826,0.00000000000002645042987685705684
toom3,128,0.00000000000001131497130751653876,0.00000000000003640236964387678826
toom4,128,0.00000000000001131497130751653876,0.00000000000003640236964387678826
naive,128,0.00000000000000450978102286444812,0.00000000000001356857059444778652
karatsuba,128,0.00000000000000486173668839875573,0.00000000000001888359237215062338
toom3,128,0.00000000000001434833782245117341,0.00000000000005876107839050090478
toom4,128,0.00000000000001434833782245117341,0.00000000000005876107839050090478
naive,128,0.00000000000000299018275909744482,0.00000000000001257721842150928889
karatsuba,128,0.00000000000001050401614582138223,0.00000000000002878914799983431869
toom3,128,0.00000000000000933360755811461008,0.00000000000003399884828920910478
toom4,128,0.00000000000000933360755811461008,0.00000000000003399884828920910478
naive,128,0.00000000000000385382541842066870,0.00000000000001287076943178203994
karatsuba,128,0.00000000000000684803931325993226,0.00000000000002138819471324304751
toom3,128,0.00000000000000982826768376338586,0.00000000000004654692498958913061
toom4,128,0.00000000000000982826768376338586,0.00000000000004654692498958913061
naive,128,0.00000000000000417300894618963038,0.00000000000001459212479362461872
karatsuba,128,0.00000000000000563341009810012884,0.00000000000002008089021772955611
toom3,128,0.00000000000001865105290717039960,0.00000000000004586143905997703721
toom4,128,0.00000000000001865105290717039960,0.00000000000004586143905997703721
naive,128,0.00000000000000413154395286188497,0.00000000000001272117069902422546
karatsuba,128,0.00000000000000704546572653430178,0.00000000000002033884856947409070
toom3,128,0.00000000000000752096472373837769,0.00000000000002630777460379021187
toom4,128,0.00000000000000752096472373837769,0.00000000000002630777460379021187
naive,128,0.00000000000000366431083707596599,0.00000000000001197071712839514169
karatsuba,128,0.00000000000000934312758622574989,0.00000000000002723976560930197690
toom3,128,0.00000000000001223362246231034614,0.00000000000004203304506187602742
toom4,128,0.00000000000001223362246231034614,0.00000000000004203304506187602742
naive,128,0.00000000000000413361880891614507,0.00000000000001242411228115766465
karatsuba,128,0.00000000000000603896898533503137,0.00000000000002008178592183905409
toom3,128,0.00000000000000926666238692381891,0.00000000000003732987662567249414
toom4,128,0.00000000000000926666238692381891,0.00000000000003732987662567249414
naive,128,0.00000000000000505177746481045002,0.00000000000001337073052556684009
karatsuba,128,0.00000000000000551571391395423937,0.00000000000002076379933465025024
toom3,128,0.00000000000000932727237210751149,0.00000000000004062213387360048479
toom4,128,0.00000000000000932727237210751149,0.00000000000004062213387360048479
naive,128,0.00000000000000312640416870158279,0.00000000000000922574552050742186
karatsuba,128,0.00000000000000756729626720220895,0.00000000000002223617463315365225
toom3,128,0.00000000000000981605372138498568,0.00000000000003445127813434237905
toom4,128,0.00000000000000981605372138498568,0.00000000000003445127813434237905
naive,128,0.00000000000000318903835329058787,0.00000000000001059551635952382119
karatsuba,128,0.00000000000000548968046060604043,0.00000000000001908847324716575780
toom3,128,0.00000000000001493498204410967027,0.00000000000005019861614888917173
toom4,128,0.00000000000001493498204410967027,0.00000000000005019861614888917173
naive,128,0.00000000000000756052187509610031,0.00000000000001580931712081756362
karatsuba,128,0.00000000000000641022542081279659,0.00000000000002096474124416430020
toom3,128,0.00000000000001195550111509543492,0.00000000000004676515242651444905
toom4,128,0.00000000000001195550111509543492,0.00000000000004676515242651444905
naive,128,0.00000000000000651979536713646411,0.00000000000001268271396157443367
karatsuba,128,0.00000000000000709193462752164990,0.00000000000001856095039338661726
toom3,128,0.00000000000001318899921294894713,0.00000000000004004141008773859685
toom4,128,0.00000000000001318899921294894713,0.00000000000004004141008773859685
naive,128,0.00000000000000255733128244494288,0.00000000000001211270525950776383
karatsuba,128,0.00000000000000613621229124161890,0.00000000000001939226626644131962
toom3,128,0.00000000000000962629124036039214,0.00000000000003811416891163202387
toom4,128,0.00000000000000962629124036039214,0.00000000000003811416891163202387
naive,128,0.00000000000000326590143340573402,0.00000000000001100692313320048168
karatsuba,128,0.00000000000000734962643950240796,0.00000000000002467834212646275302
toom3,128,0.00000000000001179239740014757394,0.00000000000003873631512644262858
toom4,128,0.00000000000001179239740014757394,0.00000000000003873631512644262858
naive,128,0.00000000000000465520316406958808,0.00000000000001319025447209439582
karatsuba,128,0.00000000000000707992569115651568,0.00000000000002522174115201461437
toom3,128,0.00000000000000595148668462677551,0.00000000000002968971691848336575
toom4,128,0.00000000000000595148668462677551,0.00000000000002968971691848336575
naive,128,0.00000000000000483980245799825345,0.00000000000001449745170878175364
karatsuba,128,0.00000000000000639315961320508191,0.00000000000002190768081853337120
toom3,128,0.00000000000002471781173081875134,0.00000000000006705155056250780834
toom4,128,0.00000000000002471781173081875134,0.00000000000006705155056250780834
naive,128,0.00000000000000358369039400517263,0.00000000000001231984408008813735
karatsuba,128,0.00000000000000709298285442330384,0.00000000000002274246008855000104
toom3,128,0.00000000000002317773476986084294,0.00000000000005779804643502156387
toom4,128,0.00000000000002317773476986084294,0.00000000000005779804643502156387
naive,128,0.00000000000000530550711699434078,0.00000000000001530966282501562246
karatsuba,128,0.00000000000000617098448029890169,0.00000000000001993864230099618270
toom3,128,0.00000000000001321347415896087984,0.00000000000004204294328263703912
toom4,128,0.00000000000001321347415896087984,0.00000000000004204294328263703912
naive,128,0.00000000000000607711360382342421,0.00000000000001576850145639446102
karatsuba,128,0.00000000000000716678616836556436,0.00000000000002298531297114949796
toom3,128,0.00000000000001049204303657862608,0.00000000000004290840863903604319
toom4,128,0.00000000000001049204303657862608,0.00000000000004290840863903604319
naive,128,0.00000000000000424175579173624626,0.00000000000001240452444986628240
karatsuba,128,0.00000000000000851120663515103168,0.00000000000002487212934164564653
toom3,128,0.00000000000001040849421743865036,0.00000000000003813747507272946890
toom4,128,0.00000000000001040849421743865036,0.00000000000003813747507272946890
naive,128,0.00000000000000378425510786278311,0.00000000000001251348504912002787
karatsuba,128,0.00000000000000631030755000699742,0.00000000000002223088166190886289
toom3,128,0.00000000000001713963816875194367,0.00000000000004689107190222676716
toom4,128,0.00000000000001713963816875194367,0.00000000000004689107190222676716
naive,192,0.00000000000000611802055412710161,0.00000000000002373102889089792209
karatsuba,192,0.00000000000000961517646937023501,0.00000000000003721513921083744294
toom3,192,0.00000000000001743804746028787496,0.00000000000007070098093483544238
toom4,192,0.00000000000003674783883209546127,0.00000000000013094202659879318452
naive,192,0.00000000000000630316133915953517,0.00000000000002297610225584420023
karatsuba,192,0.00000000000001398302905907893046,0.00000000000003968822329648448914
toom3,192,0.00000000000002422502433583182716,0.00000000000009956066914596620872
toom4,192,0.00000000000006069461302790047099,0.00000000000017491883330839776462
naive,192,0.00000000000000629658133368005664,0.00000000000002114747736039682851
karatsuba,192,0.00000000000001397508223921148568,0.00000000000004452948767731842014
toom3,192,0.00000000000004545318234137751790,0.00000000000009915824967508331714
toom4,192,0.00000000000003698904312059207232,0.00000000000012543974261847270740
naive,192,0.00000000000000712012943457201781,0.00000000000002523732418689867745
karatsuba,192,0.00000000000000797890370033011114,0.00000000000002883395398449911982
toom3,192,0.00000000000001629540969744045591,0.00000000000006979456371908149177
toom4,192,0.00000000000002813477299231951896,0.00000000000010839003592981087925
naive,192,0.00000000000000682994253271961162,0.00000000000002570908497220400868
karatsuba,192,0.00000000000000548224247800928196,0.00000000000002951061948716110968
toom3,192,0.00000000000001560416162862807112,0.00000000000007482076493262467560
toom4,192,0.00000000000002514448057648489753,0.00000000000012456193728078091519
naive,192,0.00000000000000739277285234213740,0.00000000000002120744136589278019
karatsuba,192,0.00000000000000749963044438624478,0.00000000000003256907756790428760
toom3,192,0.00000000000001996514557371701538,0.00000000000007779783496706231724
toom4,192,0.00000000000003874663274044153744,0.00000000000015427409770508495875
naive,192,0.00000000000001124230250951770940,0.00000000000002740478521204403348
karatsuba,192,0.00000000000001152282826070509161,0.00000000000003735258512243279801
toom3,192,0.00000000000001576928749081488302,0.00000000000006356792034224539442
toom4,192,0.00000000000002559739901598474922,0.00000000000011733964825916922716
naive,192,0.00000000000000886291958924498688,0.00000000000002607467773131895801
karatsuba,192,0.00000000000001067330228471856883,0.00000000000003810864727188303641
toom3,192,0.00000000000001489039797881877655,0.00000000000006881344686935164958
toom4,192,0.00000000000001914169428296639987,0.00000000000009862361921795907359
naive,192,0.00000000000000621226724547178060,0.00000000000002535161969774202687
karatsuba,192,0.00000000000001143221560771396178,0.00000000000003190770216053677585
toom3,192,0.00000000000001499413329601896132,0.00000000000006468479918570302810
toom4,192,0.00000000000004300660914324426252,0.00000000000013906038053357344727
naive,192,0.00000000000000513978525466440744,0.00000000000002281975606785017002
karatsuba,192,0.00000000000001203824822966710686,0.00000000000003284489743633619289
toom3,192,0.00000000000001888697297364133103,0.00000000000007671989653185973480
toom4,192,0.00000000000002154960824595881689,0.00000000000008625227161639656201
naive,192,0.00000000000000651367733226104442,0.00000000000002412276695017811638
karatsuba,192,0.00000000000000820570337971936212,0.00000000000003174862011828082551
toom3,192,0.00000000000001302522693148530853,0.00000000000006419210906328627886
toom4,192,0.00000000000002521924426778997854,0.00000000000010249313085248804528
naive,192,0.00000000000000466811843759356334,0.00000000000002127577410779028449
karatsuba,192,0.00000000000001031339935948125378,0.00000000000003376050490023509331
toom3,192,0.00000000000001661936200149916149,0.00000000000006876495905275582290
toom4,192,0.00000000000002328720104205574000,0.00000000000010012489073776865337
naive,192,0.00000000000000804473730952113809,0.00000000000003051515874231094245
karatsuba,192,0.00000000000001112848822512670431,0.00000000000003740917414590877847
toom3,192,0.00000000000002439447689579403279,0.00000000000010146851332520176611
toom4,192,0.00000000000002849422618194088798,0.00000000000011437260845981645102
naive,192,0.00000000000000569675121518328779,0.00000000000002141573017054859180
karatsuba,192,0.00000000000001085578462221970058,0.00000000000003431992845904876886
toom3,192,0.00000000000002119038917757931260,0.00000000000006992084136369852720
toom4,192,0.00000000000002506938381678891450,0.00000000000011729064175404462636
naive,192,0.00000000000000729274410199598799,0.00000000000002238216641672643200
karatsuba,192,0.00000000000001543867750166788536,0.00000000000004095801786316831475
toom3,192,0.00000000000001093274042459234050,0.00000000000004818880539821548444
toom4,192,0.00000000000002689863972752836117,0.00000000000010875385192876606650
naive,192,0.00000000000000628409216248839263,0.00000000000002335977791458223257
karatsuba,192,0.00000000000001390456967363643293,0.00000000000004171206489893435336
toom3,192,0.00000000000001415078393152404381,0.00000000000006499578010079035028
toom4,192,0.00000000000002771023653971647179,0.00000000000011795032702331672423
naive,192,0.00000000000000697139041231018132,0.00000000000002388381696147170423
karatsuba,192,0.00000000000001053242828183133601,0.00000000000003128435729193129862
toom3,192,0.00000000000003816900609990350226,0.00000000000009542467592286470367
toom4,192,0.00000000000002788373500049351126,0.00000000000010546428673558314330
naive,192,0.00000000000000528394864887252809,0.00000000000002110387050728662635
karatsuba,192,0.00000000000000960518846443059435,0.00000000000003000966484203035770
toom3,192,0.00000000000002589273896860692030,0.00000000000009358192219923862136
toom4,192,0.00000000000002016551375609039657,0.00000000000010664944472189425466
naive,192,0.00000000000000626088015304844889,0.00000000000002534527635369266795
karatsuba,192,0.00000000000001100556881901266454,0.00000000000003549244403184240574
toom3,192,0.00000000000002406914182916606371,0.00000000000008009365321981453364
toom4,192,0.00000000000002506862980440994200,0.00000000000008684312911148193407
naive,192,0.00000000000000544263259107273425,0.00000000000002214483703564231114
karatsuba,192,0.00000000000000925528426728981946,0.00000000000003424660630406232564
toom3,192,0.00000000000002112733084886559272,0.00000000000009546739147236657040
toom4,192,0.00000000000002468641259748298058,0.00000000000011364251453314367612
naive,192,0.00000000000000846807775145915419,0.00000000000002353727364694776157
karatsuba,192,0.00000000000001138413454209726543,0.00000000000003754270174543884857
toom3,192,0.00000000000001770117026377351969,0.00000000000006419886504819665250
toom4,192,0.00000000000002580252004549068828,0.00000000000009279741472318209259
naive,192,0.00000000000000661595641897078045,0.00000000000002408955132583451948
karatsuba,192,0.00000000000001942888207683316355,0.00000000000004422642630025580014
toom3,192,0.00000000000002766935940084946646,0.00000000000009127948895027161023
toom4,192,0.00000000000002736896566070878628,0.00000000000011167541186011749577
naive,192,0.00000000000000690502771215916330,0.00000000000002539954682787338453
karatsuba,192,0.00000000000001290374298746741291,0.00000000000004343180591677142655
toom3,192,0.00000000000002756646266027617289,0.00000000000009094245758375061498
toom4,192,0.00000000000005592588455622630151,0.00000000000016002244640802628487
naive,192,0.00000000000000638282034726203871,0.00000000000002307346182248919507
karatsuba,192,0.00000000000002781992253807236137,0.00000000000004962963449467115483
toom3,192,0.00000000000002345758440391326565,0.00000000000006737224122706470198
toom4,192,0.00000000000002318553533101628094,0.00000000000010541424125869527361
naive,192,0.00000000000000630607335843030142,0.00000000000002466524509388336335
karatsuba,192,0.00000000000001165255010511478752,0.00000000000003795077104280016452
toom3,192,0.00000000000002032260247971519329,0.00000000000007875137382205655493
toom4,192,0.00000000000003147180349882830578,0.00000000000011186829813292839941
naive,192,0.00000000000000825401253706732254,0.00000000000002360157024983880239
karatsuba,192,0.00000000000001121107087388365533,0.00000000000003033489029636035525
toom3,192,0.00000000000001190953163769469499,0.00000000000006271834236775196435
toom4,192,0.00000000000002242263355201314918,0.00000000000011645038754490481032
naive,192,0.00000000000000578898212185942015,0.00000000000002279461640754289734
karatsuba,192,0.00000000000001093155355652631733,0.00000000000004101286360068883546
toom3,192,0.00000000000001825955342442165140,0.00000000000007599999136536130654
toom4,192,0.00000000000003432088598946487994,0.00000000000014839862602035562670
naive,192,0.00000000000000718455130986028654,0.00000000000002636823699484013107
karatsuba,192,0.00000000000001101444614419201596,0.00000000000004284280102373211448
toom3,192,0.00000000000003024603795627134232,0.00000000000010722967753972346234
toom4,192,0.00000000000003757890688438246041,0.00000000000016103354437706391536
naive,192,0.00000000000000643752505420795723,0.00000000000002487087541745072892
karatsuba,192,0.00000000000001094247865006109463,0.00000000000003543699523618818923
toom3,192,0.00000000000001471184675193444315,0.00000000000008300361877376620164
toom4,192,0.00000000000002336477970900749016,0.00000000000011726026883335303831
naive,192,0.00000000000000713579547002789859,0.00000000000002747074309233462339
karatsuba,192,0.00000000000001357809360664510854,0.00000000000004159583532455354449
toom3,192,0.00000000000001621396126745762699,0.00000000000007075842044986009871
toom4,192,0.00000000000002242552943440269648,0.00000000000010401391023822168626
naive,192,0.00000000000000767693295193727214,0.00000000000002200200808124439247
karatsuba,192,0.00000000000000817978126224498250,0.00000000000003336360068946884053
toom3,192,0.00000000000003257200097751801933,0.00000000000011293017867100202920
toom4,192,0.00000000000002312071455367759630,0.00000000000010911102594034611734
naive,192,0.00000000000000865734781274541478,0.00000000000002672911053935128426
karatsuba,192,0.00000000000000825956826735904174,0.00000000000003577916399565117298
toom3,192,0.00000000000001478005480755507309,0.00000000000007421966624110672294
toom4,192,0.00000000000002558033410864721845,0.00000000000012580709160788086148
naive,192,0.00000000000000671603445560913195,0.00000000000002457625835175238292
karatsuba,192,0.00000000000001130857774951609542,0.00000000000003431334693521278921
toom3,192,0.00000000000001347615029849128008,0.00000000000006318595142150702104
toom4,192,0.00000000000002523032255597551453,0.00000000000011615658995697482176
naive,192,0.00000000000000533118877111933918,0.00000000000002299129565349596991
karatsuba,192,0.00000000000001332479454842046548,0.00000000000003577715243882390456
toom3,192,0.00000000000002488659378085090607,0.00000000000009561433745841159464
toom4,192,0.00000000000002127829458426394746,0.00000000000008788990314573238715
naive,192,0.00000000000000723864507425601531,0.00000000000002355584191505836095
karatsuba,192,0.00000000000000881953915305257605,0.00000000000003107735041616375594
toom3,192,0.00000000000001211585084270851023,0.00000000000006388488958146140734
toom4,192,0.00000000000002112973035943893237,0.00000000000011767068467734896198
naive,192,0.00000000000000852475780616791380,0.00000000000002503063681266512455
karatsuba,192,0.00000000000002564073878788989137,0.00000000000005240634297646121392
toom3,192,0.00000000000002626932223780866771,0.00000000000008145965199320413399
toom4,192,0.00000000000003405199315001727920,0.00000000000014691772702028004175
naive,192,0.00000000000001394412150814516042,0.00000000000002770916484458188865
karatsuba,192,0.00000000000001229788671724785889,0.00000000000003674174743057700361
toom3,192,0.00000000000003667725929460182409,0.00000000000012381608822704150835
toom4,192,0.00000000000003834235745759830249,0.00000000000014587041538480543645
naive,192,0.00000000000000572451228264222175,0.00000000000002419150230320209363
karatsuba,192,0.00000000000001047342569615164015,0.00000000000003573797209735120389
toom3,192,0.00000000000004496473450841344891,0.00000000000013883986722624525417
toom4,192,0.00000000000002642005110218083717,0.00000000000011587529881518036745
naive,192,0.00000000000000905243368713991890,0.00000000000002565795255694109469
karatsuba,192,0.00000000000000837061248005856986,0.00000000000003285932641953298456
toom3,192,0.00000000000001438600187206951143,0.00000000000006471509080409955358
toom4,192,0.00000000000004597672126483564511,0.00000000000018927711898406642052
naive,192,0.00000000000000600317616094136168,0.00000000000002151002383323190170
karatsuba,192,0.00000000000000733720199290515445,0.00000000000003161907467134440792
toom3,192,0.00000000000002693148619379392005,0.00000000000010642111319175923478
toom4,192,0.00000000000003198204648645802926,0.00000000000012093007789952453515
naive,192,0.00000000000000842564178662337305,0.00000000000002752286136161503321
karatsuba,192,0.00000000000001172049981650135246,0.00000000000003384937131035476356
toom3,192,0.00000000000001936191229731837964,0.00000000000007970447916217235761
toom4,192,0.00000000000002321218895989230787,0.00000000000010137975968578695590
naive,192,0.00000000000000618199192210231012,0.00000000000002457175733297733502
karatsuba,192,0.00000000000000809269938791556290,0.00000000000002716872816774955294
toom3,192,0.00000000000001870334918121255321,0.00000000000007403501868569427569
toom4,192,0.00000000000003719116236832819017,0.00000000000012979984165573297549
naive,192,0.00000000000001035693499983884907,0.00000000000002769015057473574304
karatsuba,192,0.00000000000001118816402230343284,0.00000000000003405286151484066019
toom3,192,0.00000000000001537255951019553964,0.00000000000007391621717548374449
toom4,192,0.00000000000002645229909571757045,0.00000000000011705369395403267863
naive,192,0.00000000000000655374226177493572,0.00000000000002187977971940168290
karatsuba,192,0.00000000000000636007670333613971,0.00000000000003065118337669067704
toom3,192,0.00000000000001989052238445867811,0.00000000000007358678521914959536
toom4,192,0.00000000000003038022864640871436,0.00000000000012990700204768076840
naive,192,0.00000000000000976971342833927436,0.00000000000002928333173361100821
karatsuba,192,0.00000000000001574854516357596877,0.00000000000004483036858167310125
toom3,192,0.00000000000001859484938306376272,0.00000000000008614428074718256779
toom4,192,0.00000000000002451768193721802532,0.00000000000011908718884816512228
naive,192,0.00000000000000497035286017035636,0.00000000000002051948096956084834
karatsuba,192,0.00000000000001710125258252407987,0.00000000000004328273751928927949
toom3,192,0.00000000000004184001399154982189,0.00000000000010652217513588268228
toom4,192,0.00000000000004944917605812905555,0.00000000000017603392342145522671
naive,192,0.00000000000000514549203769452989,0.00000000000002138270122168835711
karatsuba,192,0.00000000000000887249227496606273,0.00000000000003560790494455711153
toom3,192,0.00000000000002657151673849754391,0.00000000000008658964666201038107
toom4,192,0.00000000000001987872302728010616,0.00000000000009381336640059541291
naive,192,0.00000000000000802072989089979180,0.00000000000002579364941383599458
karatsuba,192,0.00000000000001310471399887777039,0.00000000000004703122166202884961
toom3,192,0.00000000000002180698173674331524,0.00000000000008919048274582140970
toom4,192,0.00000000000002633792873359933904,0.00000000000013271670555977645080
naive,192,0.00000000000000785369546918232815,0.00000000000002436244111756870753
karatsuba,192,0.00000000000002175437290950572381,0.00000000000004877484255234935784
toom3,192,0.00000000000002382706166413583363,0.00000000000008592684697978904214
toom4,192,0.00000000000004105909890998407482,0.00000000000014569441122561944729
naive,192,0.00000000000000778661951548471834,0.00000000000002332548623047890187
karatsuba,192,0.00000000000001364752811916005154,0.00000000000004040610093106448399
toom3,192,0.00000000000002539693021703822632,0.00000000000009871250816341706093
toom4,192,0.00000000000005051408141778232695,0.00000000000015372640616557823925
naive,256,0.00000000000000959217235548846523,0.00000000000003517179954685778655
karatsuba,256,0.00000000000001494985787770414567,0.00000000000006183841186352398387
toom3,256,0.00000000000002690287811334998479,0.00000000000011790416504114363609
toom4,256,0.00000000000004122251251654123198,0.00000000000017575196343020307534
naive,256,0.00000000000000872419002513310634,0.00000000000003318648857563806586
karatsuba,256,0.00000000000001978091872738439816,0.00000000000005989194327390606973
toom3,256,0.00000000000002456204072239253320,0.00000000000013001574491431000337
toom4,256,0.00000000000003924090185462724228,0.00000000000017231392348133650106
naive,256,0.00000000000000775023530416161554,0.00000000000003741964151034244421
karatsuba,256,0.00000000000001556164369106691968,0.00000000000005969446956950548908
toom3,256,0.00000000000002893301265566531017,0.00000000000011181102160263086805
toom4,256,0.00000000000002609625693865521217,0.00000000000012243554711473829805
naive,256,0.00000000000001005444123530092984,0.00000000000004195034140799063929
karatsuba,256,0.00000000000001919604027424860069,0.00000000000006570428754273847839
