function_name,poly_size,time_seconds
tom3,512,0.001075029
tom4,512,0.000714064
naive,512,0.003062010
karatsuba,512,0.000854015
tom3,512,0.001022816
tom4,512,0.000829935
naive,512,0.003174067
karatsuba,512,0.000876904
tom3,512,0.001474857
tom4,512,0.001153946
naive,512,0.003153086
karatsuba,512,0.000873089
tom3,512,0.000911951
tom4,512,0.000847101
naive,512,0.003255844
karatsuba,512,0.000964880
tom3,512,0.000950098
tom4,512,0.000940084
naive,512,0.003200054
karatsuba,512,0.000885963
tom3,512,0.001425982
tom4,512,0.000821829
naive,512,0.003292084
karatsuba,512,0.001094818
tom3,512,0.000976086
tom4,512,0.000771046
naive,512,0.002840996
karatsuba,512,0.000951052
tom3,512,0.000862122
tom4,512,0.000731945
naive,512,0.002321005
karatsuba,512,0.000619888
tom3,512,0.001252890
tom4,512,0.000682116
naive,512,0.002979040
karatsuba,512,0.000951052
tom3,512,0.000808954
tom4,512,0.000744104
naive,512,0.002973795
karatsuba,512,0.000780106
tom3,512,0.001044989
tom4,512,0.000965834
naive,512,0.004648924
karatsuba,512,0.001182795
tom3,512,0.001245022
tom4,512,0.001094818
naive,512,0.004908085
karatsuba,512,0.001214981
tom3,512,0.001252890
tom4,512,0.001175165
naive,512,0.004553080
karatsuba,512,0.001182079
tom3,512,0.002274036
tom4,512,0.001796007
naive,512,0.004062176
karatsuba,512,0.001068115
tom3,512,0.001231194
tom4,512,0.001022100
naive,512,0.003970861
karatsuba,512,0.001019001
tom3,512,0.001277924
tom4,512,0.000928879
naive,512,0.003846884
karatsuba,512,0.001453161
tom3,512,0.002655029
tom4,512,0.001019955
naive,512,0.004400015
karatsuba,512,0.001139879
tom3,512,0.001209974
tom4,512,0.001006126
naive,512,0.005101204
karatsuba,512,0.001098871
tom3,512,0.001185894
tom4,512,0.001025915
naive,512,0.004465103
karatsuba,512,0.001646042
tom3,512,0.001430035
tom4,512,0.001039028
naive,512,0.004049778
karatsuba,512,0.001569033
tom3,512,0.001299858
tom4,512,0.001506090
naive,512,0.004625082
karatsuba,512,0.001208782
tom3,512,0.001907110
tom4,512,0.001447916
naive,512,0.005774975
karatsuba,512,0.001350880
tom3,512,0.001348972
tom4,512,0.001344919
naive,512,0.008620024
karatsuba,512,0.001538038
tom3,512,0.002248049
tom4,512,0.002554893
naive,512,0.004859924
karatsuba,512,0.001204014
tom3,512,0.001214027
tom4,512,0.000973940
naive,512,0.004112959
karatsuba,512,0.001064777
tom3,512,0.001174927
tom4,512,0.001155138
naive,512,0.004252195
karatsuba,512,0.003123045
tom3,512,0.001310110
tom4,512,0.000692844
naive,512,0.004101992
karatsuba,512,0.000917912
tom3,512,0.000941992
tom4,512,0.000863075
naive,512,0.002726078
karatsuba,512,0.000910044
tom3,512,0.000849962
tom4,512,0.000740051
naive,512,0.002965927
karatsuba,512,0.001398087
tom3,512,0.001519918
tom4,512,0.001092911
naive,512,0.004112959
karatsuba,512,0.001204967
tom3,512,0.001775026
tom4,512,0.001262903
naive,512,0.004684210
karatsuba,512,0.001200914
tom3,512,0.001976967
tom4,512,0.001013994
naive,512,0.005877972
karatsuba,512,0.001116037
tom3,512,0.001328945
tom4,512,0.000877142
naive,512,0.003046989
karatsuba,512,0.000858068
tom3,512,0.001902103
tom4,512,0.000974894
naive,512,0.003304005
karatsuba,512,0.000842094
tom3,512,0.001153946
tom4,512,0.000669003
naive,512,0.002817154
karatsuba,512,0.001142025
tom3,512,0.005839109
tom4,512,0.000666142
naive,512,0.002074957
karatsuba,512,0.000748158
tom3,512,0.001186848
tom4,512,0.000476837
naive,512,0.002274036
karatsuba,512,0.000504017
tom3,512,0.000517845
tom4,512,0.000650167
naive,512,0.002012968
karatsuba,512,0.000467062
tom3,512,0.000534058
tom4,512,0.000422001
naive,512,0.002167940
karatsuba,512,0.000762939
tom3,512,0.000811100
tom4,512,0.000530958
naive,512,0.001751900
karatsuba,512,0.000838041
tom3,512,0.000548124
tom4,512,0.000463009
naive,512,0.001801968
karatsuba,512,0.000545025
tom3,512,0.000538826
tom4,512,0.000612974
naive,512,0.003735065
karatsuba,512,0.000822783
tom3,512,0.000546932
tom4,512,0.000483990
naive,512,0.001574993
karatsuba,512,0.000463963
tom3,512,0.000517130
tom4,512,0.000396013
naive,512,0.001765013
karatsuba,512,0.000624180
tom3,512,0.000514030
tom4,512,0.000598907
naive,512,0.001802921
karatsuba,512,0.000703096
tom3,512,0.000586987
tom4,512,0.000507832
naive,512,0.001981974
karatsuba,512,0.000595093
tom3,512,0.000612020
tom4,512,0.000622988
naive,512,0.002799034
karatsuba,512,0.001082897
tom3,512,0.000815868
tom4,512,0.000715017
naive,512,0.003215075
karatsuba,512,0.000877857
tom3,512,0.000928879
tom4,512,0.000941038
naive,512,0.003472090
karatsuba,512,0.001147032
tom3,512,0.001061916
tom4,512,0.000921011
naive,512,0.003979921
karatsuba,512,0.001119137
tom3,512,0.001190186
tom4,512,0.001144171
naive,512,0.005055904
karatsuba,512,0.002689838
tom3,512,0.001542091
tom4,512,0.001605034
naive,512,0.005012035
karatsuba,512,0.002394915
tom3,512,0.001546860
tom4,512,0.000932217
naive,512,0.003045082
karatsuba,512,0.001032114
tom3,512,0.001499176
tom4,512,0.001029968
naive,512,0.003971100
karatsuba,512,0.001249075
tom3,512,0.001409054
tom4,512,0.001090050
naive,512,0.003377914
karatsuba,512,0.001159906
tom3,512,0.000823975
tom4,512,0.001097918
naive,512,0.004908085
karatsuba,512,0.001002073
tom3,512,0.001249075
tom4,512,0.000837088
naive,512,0.003067017
karatsuba,512,0.000763893
tom3,512,0.001149893
tom4,512,0.000657797
naive,512,0.003827095
karatsuba,512,0.000878096
tom3,512,0.001230955
tom4,512,0.000701904
naive,512,0.002487898
karatsuba,512,0.000726938
tom3,512,0.000936031
tom4,512,0.000622034
naive,512,0.003875017
karatsuba,512,0.001116037
tom3,512,0.001234055
tom4,512,0.000778198
naive,512,0.002024174
karatsuba,512,0.000531197
tom3,512,0.000962019
tom4,512,0.000606060
naive,512,0.002460957
karatsuba,512,0.000832081
tom3,512,0.000797033
tom4,512,0.000576019
naive,512,0.002746820
karatsuba,512,0.001003027
tom3,512,0.000559092
tom4,512,0.000926018
naive,512,0.001905918
karatsuba,512,0.000825167
tom3,512,0.000725031
tom4,512,0.000453949
naive,512,0.001981020
karatsuba,512,0.000664949
tom3,512,0.000823975
tom4,512,0.000688076
naive,512,0.003077984
karatsuba,512,0.000773907
tom3,512,0.000941992
tom4,512,0.000454187
naive,512,0.001930952
karatsuba,512,0.000509977
tom3,512,0.000616789
tom4,512,0.000504971
naive,512,0.002236128
karatsuba,512,0.000828981
tom3,512,0.000893831
tom4,512,0.000470877
naive,512,0.002072811
karatsuba,512,0.000543118
tom3,512,0.000593901
tom4,512,0.000576019
naive,512,0.002038956
karatsuba,512,0.000731945
tom3,512,0.001226187
tom4,512,0.000709057
naive,512,0.007066965
karatsuba,512,0.000545979
tom3,512,0.000560999
tom4,512,0.000415087
naive,512,0.002450943
karatsuba,512,0.000867128
tom3,512,0.000911951
tom4,512,0.000521898
naive,512,0.001658916
karatsuba,512,0.000458956
tom3,512,0.000501156
tom4,512,0.000468969
naive,512,0.002097130
karatsuba,512,0.000772953
tom3,512,0.000936985
tom4,512,0.000667810
naive,512,0.003475904
karatsuba,512,0.000659943
tom3,512,0.000918150
tom4,512,0.000691891
naive,512,0.002063036
karatsuba,512,0.000792980
tom3,512,0.000952005
tom4,512,0.000801086
naive,512,0.002232075
karatsuba,512,0.000751019
tom3,512,0.000864983
tom4,512,0.000754118
naive,512,0.002323866
karatsuba,512,0.000719070
tom3,512,0.000800133
tom4,512,0.000611782
naive,512,0.002194166
karatsuba,512,0.000674009
tom3,512,0.001233816
tom4,512,0.000720024
naive,512,0.002234936
karatsuba,512,0.000746965
tom3,512,0.000828981
tom4,512,0.000618935
naive,512,0.002259016
karatsuba,512,0.001945019
tom3,512,0.001302004
tom4,512,0.000665903
naive,512,0.002333879
karatsuba,512,0.000500917
tom3,512,0.000802040
tom4,512,0.000428915
naive,512,0.002170086
karatsuba,512,0.000586033
tom3,512,0.000706911
tom4,512,0.000535011
naive,512,0.002145052
karatsuba,512,0.000913143
tom3,512,0.002545834
tom4,512,0.000562191
naive,512,0.002367973
karatsuba,512,0.000524998
tom3,512,0.000603199
tom4,512,0.000648022
naive,512,0.002207994
karatsuba,512,0.000741959
tom3,512,0.000807047
tom4,512,0.000636101
naive,512,0.002066851
karatsuba,512,0.000782967
tom3,512,0.000848055
tom4,512,0.000663042
naive,512,0.002063036
karatsuba,512,0.000833988
tom3,512,0.000625849
tom4,512,0.000450134
naive,512,0.001996040
karatsuba,512,0.000576019
tom3,512,0.000627041
tom4,512,0.000521898
naive,512,0.001958847
karatsuba,512,0.000742197
tom3,512,0.000882149
tom4,512,0.000504017
naive,512,0.002081871
karatsuba,512,0.000578165
tom3,512,0.000602961
tom4,512,0.000668049
naive,512,0.002380848
karatsuba,512,0.000809908
tom3,512,0.000899076
tom4,512,0.000581980
naive,512,0.002116919
karatsuba,512,0.000699043
tom3,512,0.000959873
tom4,512,0.001628160
naive,512,0.003153086
karatsuba,512,0.000652075
tom3,512,0.000854969
tom4,512,0.000722885
naive,512,0.002372980
karatsuba,512,0.000614882
tom3,512,0.000567198
tom4,512,0.000400066
naive,512,0.001712084
karatsuba,512,0.000514984
tom3,512,0.000559092
tom4,512,0.000453949
naive,512,0.001925945
karatsuba,512,0.000727892
tom3,512,0.000833035
tom4,512,0.000746012
naive,512,0.002125978
karatsuba,512,0.000700951
tom3,512,0.000611067
tom4,512,0.000438929
naive,512,0.003252983
karatsuba,512,0.000976086
tom3,512,0.000540018
tom4,512,0.000443935
naive,512,0.002199888
karatsuba,512,0.000792980
tom3,512,0.002088785
tom4,512,0.000468969
naive,512,0.003865957
karatsuba,512,0.001525164
tom3,512,0.000711918
tom4,512,0.000547171
naive,512,0.002083778
karatsuba,512,0.000666142
tom3,512,0.000797033
tom4,512,0.000517130
naive,512,0.002247810
karatsuba,512,0.000808001
tom3,512,0.000960827
tom4,512,0.000673056
naive,512,0.002675056
karatsuba,512,0.000751972
tom3,512,0.000984907
tom4,512,0.000556946
naive,512,0.002393007
karatsuba,512,0.000823975
tom3,512,0.000926971
tom4,512,0.000431061
naive,512,0.001857996
karatsuba,512,0.000465155
tom3,512,0.000856876
tom4,512,0.000919104
naive,512,0.002304077
karatsuba,512,0.000504017
tom3,512,0.000716925
tom4,512,0.000724792
naive,512,0.002277851
karatsuba,512,0.000494957
tom3,512,0.000568151
tom4,512,0.000645876
naive,512,0.002112865
karatsuba,512,0.000627995
tom3,512,0.001072168
tom4,512,0.000941992
naive,512,0.001982927
karatsuba,512,0.000673056
tom3,512,0.000635862
tom4,512,0.000652075
naive,512,0.002063990
karatsuba,512,0.000768900
tom3,512,0.000837088
tom4,512,0.000436783
naive,512,0.002104998
karatsuba,512,0.000513792
tom3,512,0.000560999
tom4,512,0.000430107
naive,512,0.001750946
karatsuba,512,0.000553846
tom3,512,0.000786066
tom4,512,0.000607014
naive,512,0.002245903
karatsuba,512,0.000571966
tom3,512,0.000573874
tom4,512,0.000430107
naive,512,0.002034187
karatsuba,512,0.000538111
tom3,512,0.000942945
tom4,512,0.000442028
naive,512,0.002346039
karatsuba,512,0.000682116
tom3,512,0.000864983
tom4,512,0.000866890
naive,512,0.002130985
karatsuba,512,0.000592947
tom3,512,0.000859022
tom4,512,0.000675917
naive,512,0.001908064
karatsuba,512,0.000558853
tom3,512,0.000890970
tom4,512,0.000529051
naive,512,0.001926899
karatsuba,512,0.000661850
tom3,512,0.000564098
tom4,512,0.000703096
naive,512,0.002378941
karatsuba,512,0.000727892
tom3,512,0.000566959
tom4,512,0.000423908
naive,512,0.001903772
karatsuba,512,0.000473022
tom3,512,0.000519037
tom4,512,0.000442982
naive,512,0.001878977
karatsuba,512,0.000473022
tom3,512,0.000514030
tom4,512,0.000535965
naive,512,0.002605915
karatsuba,512,0.000714064
tom3,512,0.000747919
tom4,512,0.000452042
naive,512,0.001907110
karatsuba,512,0.000457048
tom3,512,0.000558138
tom4,512,0.000459909
naive,512,0.001905918
karatsuba,512,0.000582933
tom3,512,0.000559807
tom4,512,0.000524998
naive,512,0.002394915
karatsuba,512,0.000915051
tom3,512,0.000877857
tom4,512,0.000675917
naive,512,0.002053976
karatsuba,512,0.000507116
tom3,512,0.000504971
tom4,512,0.000803947
naive,512,0.002511978
karatsuba,512,0.000658035
tom3,512,0.000761986
tom4,512,0.000652075
naive,512,0.005293131
karatsuba,512,0.000649929
tom3,512,0.000555992
tom4,512,0.000447989
naive,512,0.001816034
karatsuba,512,0.000705004
tom3,512,0.000560045
tom4,512,0.000500917
naive,512,0.002229929
karatsuba,512,0.000702143
tom3,512,0.002337933
tom4,512,0.000853062
naive,512,0.002768993
karatsuba,512,0.000721931
tom3,512,0.000832081
tom4,512,0.000706911
naive,512,0.002076864
karatsuba,512,0.000509977
tom3,512,0.000496864
tom4,512,0.000447989
naive,512,0.002002954
karatsuba,512,0.000776052
tom3,512,0.001229048
tom4,512,0.000622034
naive,512,0.002141953
karatsuba,512,0.000458002
tom3,512,0.000555038
tom4,512,0.000455856
naive,512,0.001583099
karatsuba,512,0.000529051
tom3,512,0.000580072
tom4,512,0.000466108
naive,512,0.001830101
karatsuba,512,0.000452042
tom3,512,0.000567198
tom4,512,0.000536919
naive,512,0.002248049
karatsuba,512,0.000530958
tom3,512,0.000741959
tom4,512,0.000756025
naive,512,0.002837896
karatsuba,512,0.000664949
tom3,512,0.000536919
tom4,512,0.000515938
naive,512,0.001996994
karatsuba,512,0.000810862
tom3,512,0.001063824
tom4,512,0.001070023
naive,512,0.001919031
karatsuba,512,0.000549078
tom3,512,0.000527143
tom4,512,0.000452042
naive,512,0.001967907
karatsuba,512,0.000460863
tom3,512,0.000557899
tom4,512,0.000694990
naive,512,0.002238989
karatsuba,512,0.000602007
tom3,512,0.000802040
tom4,512,0.000632048
naive,512,0.002156973
karatsuba,512,0.000569820
tom3,512,0.000544786
tom4,512,0.000446081
naive,512,0.001675844
karatsuba,512,0.000465870
tom3,512,0.000612974
tom4,512,0.000556946
naive,512,0.002263069
karatsuba,512,0.000569105
tom3,512,0.000604868
tom4,512,0.000569105
naive,512,0.001942158
karatsuba,512,0.000531912
tom3,512,0.000616074
tom4,512,0.000478029
naive,512,0.001569033
karatsuba,512,0.000526905
tom3,512,0.000462055
tom4,512,0.000384092
naive,512,0.001834154
karatsuba,512,0.000545979
tom3,512,0.000684023
tom4,512,0.000514030
naive,512,0.002165079
karatsuba,512,0.000512123
tom3,512,0.000563145
tom4,512,0.000425100
naive,512,0.001577139
karatsuba,512,0.000540018
tom3,512,0.000523806
tom4,512,0.000429869
naive,512,0.001999855
karatsuba,512,0.000979900
tom3,512,0.000920057
tom4,512,0.000488043
naive,512,0.002057791
karatsuba,512,0.000506878
tom3,512,0.001025915
tom4,512,0.000474930
naive,512,0.002007961
karatsuba,512,0.000602961
tom3,512,0.000557899
tom4,512,0.000699043
naive,512,0.002041817
karatsuba,512,0.000961065
tom3,512,0.000671148
tom4,512,0.000507116
naive,512,0.002060890
karatsuba,512,0.000560999
tom3,512,0.000899076
tom4,512,0.000717878
naive,512,0.003090858
karatsuba,512,0.001050949
tom3,512,0.000943899
tom4,512,0.000646830
naive,512,0.003548861
karatsuba,512,0.001099110
tom3,512,0.001354933
tom4,512,0.000919104
naive,512,0.003051043
karatsuba,512,0.001019001
tom3,512,0.001337051
tom4,512,0.000874996
naive,512,0.003343821
karatsuba,512,0.001085997
tom3,512,0.000937939
tom4,512,0.001053095
naive,512,0.003771067
karatsuba,512,0.000870943
tom3,512,0.000967026
tom4,512,0.000688076
naive,512,0.002491951
karatsuba,512,0.001169920
tom3,512,0.000880957
tom4,512,0.000643969
naive,512,0.003058195
karatsuba,512,0.001357079
tom3,512,0.002115011
tom4,512,0.003206968
naive,512,0.003217936
karatsuba,512,0.000673056
tom3,512,0.000648975
tom4,512,0.000491858
naive,512,0.002889156
karatsuba,512,0.000873804
tom3,512,0.000968218
tom4,512,0.000839949
naive,512,0.002815008
karatsuba,512,0.000570059
tom3,512,0.001098871
tom4,512,0.000499964
naive,512,0.002444029
karatsuba,512,0.000849009
tom3,512,0.000892162
tom4,512,0.000853062
naive,512,0.003056049
karatsuba,512,0.000858068
tom3,512,0.001085043
tom4,512,0.000800133
naive,512,0.001991034
karatsuba,512,0.000883102
tom3,512,0.000510931
tom4,512,0.000524998
naive,512,0.001561880
karatsuba,512,0.000594139
tom3,512,0.000591993
tom4,512,0.000619888
naive,768,0.005170107
karatsuba,768,0.002404928
tom3,768,0.001703978
tom4,768,0.000753164
naive,768,0.004000902
karatsuba,768,0.001306057
tom3,768,0.000957012
tom4,768,0.000857115
naive,768,0.005479813
karatsuba,768,0.002135038
tom3,768,0.001055956
tom4,768,0.001075983
naive,768,0.005933046
karatsuba,768,0.001774073
tom3,768,0.000919104
tom4,768,0.000877142
naive,768,0.004297018
karatsuba,768,0.002095938
tom3,768,0.001477957
tom4,768,0.001482964
naive,768,0.008409023
karatsuba,768,0.002635956
tom3,768,0.001591921
tom4,768,0.001519918
naive,768,0.011301041
karatsuba,768,0.004401207
tom3,768,0.002233982
tom4,768,0.002266884
naive,768,0.009035826
karatsuba,768,0.003288031
tom3,768,0.001847982
tom4,768,0.001435995
naive,768,0.010069847
karatsuba,768,0.002485991
tom3,768,0.001622915
tom4,768,0.002007008
naive,768,0.008733988
karatsuba,768,0.002638102
tom3,768,0.001987934
tom4,768,0.001631021
naive,768,0.011019945
karatsuba,768,0.003191948
tom3,768,0.001960039
tom4,768,0.001832008
naive,768,0.011384010
karatsuba,768,0.002855062
tom3,768,0.002089977
tom4,768,0.001775980
naive,768,0.009999037
karatsuba,768,0.002707005
tom3,768,0.002108812
tom4,768,0.001754999
naive,768,0.009353876
karatsuba,768,0.003471136
tom3,768,0.001975060
tom4,768,0.001865149
naive,768,0.014028072
karatsuba,768,0.002627850
tom3,768,0.002007961
tom4,768,0.002185106
naive,768,0.009644985
karatsuba,768,0.002958059
tom3,768,0.003236055
tom4,768,0.002546072
naive,768,0.011425018
karatsuba,768,0.003004789
tom3,768,0.002238989
tom4,768,0.002168894
naive,768,0.010498047
karatsuba,768,0.002775908
tom3,768,0.002831936
tom4,768,0.001553059
naive,768,0.009659052
karatsuba,768,0.003893852
tom3,768,0.003097057
tom4,768,0.001583099
naive,768,0.010231018
karatsuba,768,0.003195047
tom3,768,0.001558065
tom4,768,0.001179934
naive,768,0.006927013
karatsuba,768,0.001662970
tom3,768,0.002203941
tom4,768,0.001372099
naive,768,0.006632805
karatsuba,768,0.001649141
tom3,768,0.001013994
tom4,768,0.000939846
naive,768,0.004565001
karatsuba,768,0.001536131
tom3,768,0.001059055
tom4,768,0.000669956
naive,768,0.003729105
karatsuba,768,0.001178026
tom3,768,0.000852108
tom4,768,0.001106024
naive,768,0.003613949
karatsuba,768,0.001100063
tom3,768,0.000740051
tom4,768,0.000791073
naive,768,0.003984928
karatsuba,768,0.001201153
tom3,768,0.000893831
tom4,768,0.000711918
naive,768,0.005143881
karatsuba,768,0.001488924
tom3,768,0.001194954
tom4,768,0.001037121
naive,768,0.004563093
karatsuba,768,0.001753092
tom3,768,0.001528025
tom4,768,0.000880003
naive,768,0.005676031
karatsuba,768,0.001585960
tom3,768,0.001343966
tom4,768,0.000961065
naive,768,0.005295992
karatsuba,768,0.001398087
tom3,768,0.000998020
tom4,768,0.000700951
naive,768,0.004762888
karatsuba,768,0.001788855
tom3,768,0.000740051
tom4,768,0.000624895
naive,768,0.004513025
karatsuba,768,0.001609802
tom3,768,0.001254082
tom4,768,0.001060963
naive,768,0.004722834
karatsuba,768,0.001616001
tom3,768,0.000952959
tom4,768,0.000915051
naive,768,0.005770922
karatsuba,768,0.002377987
tom3,768,0.001108170
tom4,768,0.001013994
naive,768,0.006767988
karatsuba,768,0.001167059
tom3,768,0.001280069
tom4,768,0.000642061
naive,768,0.005007029
karatsuba,768,0.001739025
tom3,768,0.001103878
tom4,768,0.000846863
naive,768,0.004657984
karatsuba,768,0.001252174
tom3,768,0.001070976
tom4,768,0.000844955
naive,768,0.004959822
karatsuba,768,0.001273155
tom3,768,0.000991821
tom4,768,0.001238823
naive,768,0.003600836
karatsuba,768,0.000973940
tom3,768,0.000890970
tom4,768,0.000758886
naive,768,0.005145073
karatsuba,768,0.001168966
tom3,768,0.000750065
tom4,768,0.000669956
naive,768,0.004971981
karatsuba,768,0.001089096
tom3,768,0.001406908
tom4,768,0.000705957
naive,768,0.004724026
karatsuba,768,0.001083851
tom3,768,0.001194000
tom4,768,0.000665903
naive,768,0.003776073
karatsuba,768,0.000998974
tom3,768,0.000943899
tom4,768,0.000654936
naive,768,0.005322218
karatsuba,768,0.001688957
tom3,768,0.000706911
tom4,768,0.000598907
naive,768,0.003827095
karatsuba,768,0.001573086
tom3,768,0.001081944
tom4,768,0.000983000
naive,768,0.005110979
karatsuba,768,0.001281977
tom3,768,0.001654863
tom4,768,0.001587868
naive,768,0.007005930
karatsuba,768,0.001427174
tom3,768,0.000894785
tom4,768,0.000830889
naive,768,0.006823063
karatsuba,768,0.001963139
tom3,768,0.001312971
tom4,768,0.000919104
naive,768,0.005458117
karatsuba,768,0.001419067
tom3,768,0.001312017
tom4,768,0.000833035
naive,768,0.004794121
karatsuba,768,0.001386166
tom3,768,0.000916004
tom4,768,0.000746965
naive,768,0.003859043
karatsuba,768,0.001351118
tom3,768,0.001240015
tom4,768,0.000735044
naive,768,0.003422976
karatsuba,768,0.002208948
tom3,768,0.001627922
tom4,768,0.001496077
naive,768,0.006735086
karatsuba,768,0.001584768
tom3,768,0.001173973
tom4,768,0.001240015
naive,768,0.005498886
karatsuba,768,0.001300812
tom3,768,0.001219988
tom4,768,0.001471996
naive,768,0.006383181
karatsuba,768,0.001585960
tom3,768,0.001179934
tom4,768,0.001055956
naive,768,0.003689051
karatsuba,768,0.001281023
tom3,768,0.000782013
tom4,768,0.000720978
naive,768,0.004635096
karatsuba,768,0.002140999
tom3,768,0.000887871
tom4,768,0.000826120
naive,768,0.004430056
karatsuba,768,0.001531839
tom3,768,0.000795841
tom4,768,0.001055002
naive,768,0.006349087
karatsuba,768,0.001456022
tom3,768,0.001125097
tom4,768,0.001013041
naive,768,0.007966995
karatsuba,768,0.001920938
tom3,768,0.001926184
tom4,768,0.000933886
naive,768,0.005445957
karatsuba,768,0.002166986
tom3,768,0.001561165
tom4,768,0.001602888
naive,768,0.005013943
karatsuba,768,0.001083136
tom3,768,0.000801086
tom4,768,0.000661850
naive,768,0.004992962
karatsuba,768,0.001662016
tom3,768,0.001313925
tom4,768,0.001049995
naive,768,0.005637884
karatsuba,768,0.001525164
tom3,768,0.000771999
tom4,768,0.000652075
naive,768,0.004021168
karatsuba,768,0.001234055
tom3,768,0.001230001
tom4,768,0.000804901
naive,768,0.005198002
karatsuba,768,0.001274109
tom3,768,0.000782013
tom4,768,0.000649929
naive,768,0.004671097
karatsuba,768,0.001691818
tom3,768,0.001340151
tom4,768,0.001055002
naive,768,0.005143166
karatsuba,768,0.001230001
tom3,768,0.000771046
tom4,768,0.000654936
naive,768,0.003887177
karatsuba,768,0.001112938
tom3,768,0.001410007
tom4,768,0.001101017
naive,768,0.004304886
karatsuba,768,0.001386166
tom3,768,0.000806093
tom4,768,0.000764132
naive,768,0.004094839
karatsuba,768,0.001530170
tom3,768,0.001667023
tom4,768,0.001115084
naive,768,0.004168034
karatsuba,768,0.001096010
tom3,768,0.000819921
tom4,768,0.000842094
naive,768,0.005054951
karatsuba,768,0.001085997
tom3,768,0.000838041
tom4,768,0.000679970
naive,768,0.003784895
karatsuba,768,0.001395941
tom3,768,0.000872135
tom4,768,0.000983953
naive,768,0.005964994
karatsuba,768,0.002179861
tom3,768,0.001017094
tom4,768,0.000843048
naive,768,0.007184982
karatsuba,768,0.001400948
tom3,768,0.000961065
tom4,768,0.000863791
naive,768,0.005317211
karatsuba,768,0.001355886
tom3,768,0.000880957
tom4,768,0.000756979
naive,768,0.005661011
karatsuba,768,0.001461029
tom3,768,0.000993967
tom4,768,0.001029968
naive,768,0.005907059
karatsuba,768,0.001430988
tom3,768,0.001821041
tom4,768,0.001255989
naive,768,0.006534815
karatsuba,768,0.002686977
tom3,768,0.001211882
tom4,768,0.001010180
naive,768,0.005745173
karatsuba,768,0.001497984
tom3,768,0.000996113
tom4,768,0.000959158
naive,768,0.004852057
karatsuba,768,0.002106905
tom3,768,0.001313925
tom4,768,0.000889063
naive,768,0.005949020
karatsuba,768,0.001724958
tom3,768,0.001115084
tom4,768,0.000986099
naive,768,0.005312920
karatsuba,768,0.001384974
tom3,768,0.001435041
tom4,768,0.001030207
naive,768,0.004971981
karatsuba,768,0.001191139
tom3,768,0.000833988
tom4,768,0.000786066
naive,768,0.004151106
karatsuba,768,0.001435041
tom3,768,0.000975847
tom4,768,0.000751019
naive,768,0.004787922
karatsuba,768,0.001291990
tom3,768,0.001005888
tom4,768,0.001292944
naive,768,0.004373074
karatsuba,768,0.001290083
tom3,768,0.001214981
tom4,768,0.001214027
naive,768,0.005658865
karatsuba,768,0.001526117
tom3,768,0.001085997
tom4,768,0.000793934
naive,768,0.004569054
karatsuba,768,0.001834154
tom3,768,0.001421928
tom4,768,0.000990152
naive,768,0.005548954
karatsuba,768,0.001785994
tom3,768,0.000975132
tom4,768,0.000853062
naive,768,0.006655931
karatsuba,768,0.003408194
tom3,768,0.001635075
tom4,768,0.001374960
naive,768,0.011040926
karatsuba,768,0.001984835
tom3,768,0.001223087
tom4,768,0.001037121
naive,768,0.009860992
karatsuba,768,0.002357006
tom3,768,0.001821995
tom4,768,0.001441002
naive,768,0.014014959
karatsuba,768,0.002736807
tom3,768,0.002135038
tom4,768,0.001550913
naive,768,0.008770943
karatsuba,768,0.002466202
tom3,768,0.002110004
tom4,768,0.001502991
naive,768,0.010846853
karatsuba,768,0.002610207
tom3,768,0.001651049
tom4,768,0.001509905
naive,768,0.012103081
karatsuba,768,0.002434015
tom3,768,0.001530886
tom4,768,0.001785994
naive,768,0.007230043
karatsuba,768,0.001865149
tom3,768,0.001219988
tom4,768,0.001070976
naive,768,0.007895947
karatsuba,768,0.002194881
tom3,768,0.001150131
tom4,768,0.001432896
naive,768,0.006904125
karatsuba,768,0.001432180
tom3,768,0.000962973
tom4,768,0.000886202
naive,768,0.006066084
karatsuba,768,0.001445770
tom3,768,0.001244068
tom4,768,0.001056910
naive,768,0.005205870
karatsuba,768,0.001431942
tom3,768,0.001114845
tom4,768,0.001520872
naive,768,0.006654024
karatsuba,768,0.001730919
tom3,768,0.002259970
tom4,768,0.000879049
naive,768,0.007459164
karatsuba,768,0.001667023
tom3,768,0.001205921
tom4,768,0.000887871
naive,768,0.006206989
karatsuba,768,0.002310038
tom3,768,0.001210213
tom4,768,0.001006842
naive,768,0.005954027
karatsuba,768,0.001698971
tom3,768,0.001140118
tom4,768,0.001287937
naive,768,0.006788015
karatsuba,768,0.001624107
tom3,768,0.001353025
tom4,768,0.001254082
naive,768,0.007905006
karatsuba,768,0.001859903
tom3,768,0.001796961
tom4,768,0.001392841
naive,768,0.006270885
karatsuba,768,0.001560211
tom3,768,0.001163960
tom4,768,0.001111984
naive,768,0.006856918
karatsuba,768,0.002089024
tom3,768,0.001921177
tom4,768,0.000994921
naive,768,0.007277012
karatsuba,768,0.001675129
tom3,768,0.001814842
tom4,768,0.001773834
naive,768,0.006951094
karatsuba,768,0.002490044
tom3,768,0.001221180
tom4,768,0.001236916
naive,768,0.006491184
karatsuba,768,0.002652884
tom3,768,0.001405954
tom4,768,0.001098156
naive,768,0.008640051
karatsuba,768,0.001837015
tom3,768,0.001296997
