function_name,poly_size,time_seconds
tom4,1536,0.004747152
naive,1536,0.046371937
karatsuba,1536,0.007389069
tom3,1536,0.007502794
tom4,1536,0.003983021
naive,1536,0.033830166
karatsuba,1536,0.008599043
tom3,1536,0.007113934
tom4,1536,0.004654884
naive,1536,0.032259941
karatsuba,1536,0.007737875
tom3,1536,0.007477999
tom4,1536,0.005123138
naive,1536,0.040006876
karatsuba,1536,0.008777857
tom3,1536,0.006639004
tom4,1536,0.004695177
naive,1536,0.039829016
karatsuba,1536,0.008517981
tom3,1536,0.005320072
tom4,1536,0.003894091
naive,1536,0.033813953
karatsuba,1536,0.007959843
tom3,1536,0.007315159
tom4,1536,0.004622936
naive,1536,0.038985968
karatsuba,1536,0.008072138
tom3,1536,0.006711006
tom4,1536,0.004571915
naive,1536,0.035523176
karatsuba,1536,0.009040117
tom3,1536,0.006659985
tom4,1536,0.005280972
naive,1536,0.033112049
karatsuba,1536,0.006988049
tom3,1536,0.005377054
tom4,1536,0.005901098
naive,1536,0.030817032
karatsuba,1536,0.007755995
tom3,1536,0.007263899
tom4,1536,0.004667997
naive,1536,0.037292957
karatsuba,1536,0.007210970
tom3,1536,0.005816936
tom4,1536,0.004266977
naive,1536,0.028846025
karatsuba,1536,0.006608963
tom3,1536,0.005096912
tom4,1536,0.005033970
naive,1536,0.035771132
karatsuba,1536,0.007364035
tom3,1536,0.007557869
tom4,1536,0.004437923
naive,1536,0.037482023
karatsuba,1536,0.008136988
tom3,1536,0.006199837
tom4,1536,0.004937887
naive,1536,0.036047935
karatsuba,1536,0.012859106
tom3,1536,0.006404161
tom4,1536,0.005296946
naive,1536,0.039020061
karatsuba,1536,0.007770061
tom3,1536,0.006248951
tom4,1536,0.004266024
naive,1536,0.035686970
karatsuba,1536,0.008992910
tom3,1536,0.007088900
tom4,1536,0.004620075
naive,1536,0.038228989
karatsuba,1536,0.008317947
tom3,1536,0.006405115
tom4,1536,0.005588055
naive,1536,0.035614967
karatsuba,1536,0.008239985
tom3,1536,0.006481886
tom4,1536,0.005072832
naive,1536,0.038022041
karatsuba,1536,0.007900953
tom3,1536,0.007845163
tom4,1536,0.006511927
naive,1536,0.043162107
karatsuba,1536,0.008450985
tom3,1536,0.007096052
tom4,1536,0.004730940
naive,1536,0.040307045
karatsuba,1536,0.007646084
tom3,1536,0.010215044
tom4,1536,0.008108854
naive,1536,0.038099051
karatsuba,1536,0.006565094
tom3,1536,0.007496119
tom4,1536,0.004648209
naive,1536,0.036552906
karatsuba,1536,0.010663033
tom3,1536,0.007878065
tom4,1536,0.006661177
naive,1536,0.038614035
karatsuba,1536,0.007289886
tom3,1536,0.005140781
tom4,1536,0.007286072
naive,1536,0.034667969
karatsuba,1536,0.006975889
tom3,1536,0.007889032
tom4,1536,0.003261089
naive,1536,0.034520149
karatsuba,1536,0.007494211
tom3,1536,0.004564047
tom4,1536,0.003329039
naive,1536,0.030812979
karatsuba,1536,0.007025957
tom3,1536,0.004774809
tom4,1536,0.005095005
naive,1536,0.047214031
karatsuba,1536,0.008692026
tom3,1536,0.006879807
tom4,1536,0.005050898
naive,1536,0.029550076
karatsuba,1536,0.005366087
tom3,1536,0.004353046
tom4,1536,0.003136873
naive,1536,0.024407148
karatsuba,1536,0.005711079
tom3,1536,0.004726887
tom4,1536,0.003443956
naive,1536,0.040568829
karatsuba,1536,0.007992983
tom3,1536,0.006375074
tom4,1536,0.004473925
naive,1536,0.033791065
karatsuba,1536,0.007627964
tom3,1536,0.007076979
tom4,1536,0.004548788
naive,1536,0.034177065
karatsuba,1536,0.008056879
tom3,1536,0.006981134
tom4,1536,0.004900932
naive,1536,0.037940025
karatsuba,1536,0.009855986
tom3,1536,0.009871006
tom4,1536,0.015434027
naive,1536,0.052101135
karatsuba,1536,0.008872032
tom3,1536,0.004734993
tom4,1536,0.005352020
naive,1536,0.028614998
karatsuba,1536,0.007436991
tom3,1536,0.005704880
tom4,1536,0.004726887
naive,1536,0.032860041
karatsuba,1536,0.006237030
tom3,1536,0.004235983
tom4,1536,0.004702091
naive,1536,0.041235924
karatsuba,1536,0.008685112
tom3,1536,0.012500048
tom4,1536,0.006700039
naive,1536,0.044506073
karatsuba,1536,0.015100002
tom3,1536,0.006840944
tom4,1536,0.006462097
naive,1536,0.036672115
karatsuba,1536,0.012546062
tom3,1536,0.007694006
tom4,1536,0.006331921
naive,1536,0.053551912
karatsuba,1536,0.017385006
tom3,1536,0.009070158
tom4,1536,0.010100842
naive,1536,0.076267958
karatsuba,1536,0.011169910
tom3,1536,0.021289110
tom4,1536,0.012474060
naive,1536,0.067052841
karatsuba,1536,0.014808893
tom3,1536,0.018141031
tom4,1536,0.012191057
naive,1536,0.095910072
karatsuba,1536,0.024093151
tom3,1536,0.021826029
tom4,1536,0.024194002
naive,1536,0.080386877
karatsuba,1536,0.019948006
tom3,1536,0.016210079
tom4,1536,0.009633064
naive,1536,0.065178156
karatsuba,1536,0.020035028
tom3,1536,0.015577793
tom4,1536,0.012727022
naive,1536,0.060235023
karatsuba,1536,0.012660980
tom3,1536,0.010962963
tom4,1536,0.008965015
naive,1536,0.053416967
karatsuba,1536,0.011407137
tom3,1536,0.010723114
tom4,1536,0.007012844
naive,1536,0.049568176
karatsuba,1536,0.011778831
tom3,1536,0.009872913
tom4,1536,0.006536007
naive,1536,0.053068161
karatsuba,1536,0.011531830
tom3,1536,0.009531975
tom4,1536,0.004704952
naive,1536,0.050680161
karatsuba,1536,0.010813951
tom3,1536,0.009230852
tom4,1536,0.005382061
naive,1536,0.043591022
karatsuba,1536,0.008206844
tom3,1536,0.007128000
tom4,1536,0.004964113
naive,1536,0.053512812
karatsuba,1536,0.010841846
tom3,1536,0.009325027
tom4,1536,0.007667065
naive,1536,0.052602053
karatsuba,1536,0.012372017
tom3,1536,0.010785103
tom4,1536,0.005190134
naive,1536,0.043054104
karatsuba,1536,0.008006096
tom3,1536,0.006936073
tom4,1536,0.006796122
naive,1536,0.056328058
karatsuba,1536,0.015979052
tom3,1536,0.016244888
tom4,1536,0.007588148
naive,1536,0.075217962
karatsuba,1536,0.018047810
tom3,1536,0.018650055
tom4,1536,0.008852005
naive,1536,0.110404968
karatsuba,1536,0.022194862
tom3,1536,0.023470879
tom4,1536,0.008517981
naive,1536,0.103919983
karatsuba,1536,0.027580976
tom3,1536,0.022621870
tom4,1536,0.011426926
naive,1536,0.072258949
karatsuba,1536,0.018097878
tom3,1536,0.014031887
tom4,1536,0.013473034
naive,1536,0.074302912
karatsuba,1536,0.019437075
tom3,1536,0.011768103
tom4,1536,0.011310101
naive,1536,0.135915041
karatsuba,1536,0.034522772
tom3,1536,0.023470879
tom4,1536,0.011616945
naive,1536,0.118382931
karatsuba,1536,0.022114992
tom3,1536,0.017174006
tom4,1536,0.008608818
naive,1536,0.074419975
karatsuba,1536,0.012969971
tom3,1536,0.011322021
tom4,1536,0.016741991
naive,1536,0.108551979
karatsuba,1536,0.016745806
tom3,1536,0.015877008
tom4,1536,0.007729053
naive,1536,0.080626011
karatsuba,1536,0.027951956
tom3,1536,0.020838022
tom4,1536,0.007825851
naive,1536,0.067289114
karatsuba,1536,0.023567915
tom3,1536,0.016837120
tom4,1536,0.020375013
naive,1536,0.106806993
karatsuba,1536,0.024606943
tom3,1536,0.022417784
tom4,1536,0.007405996
naive,1536,0.133271933
karatsuba,1536,0.013206959
tom3,1536,0.022532940
tom4,1536,0.006824970
naive,1536,0.085545063
karatsuba,1536,0.020762920
tom3,1536,0.014558077
tom4,1536,0.007651091
naive,1536,0.127051115
karatsuba,1536,0.034264803
tom3,1536,0.030788183
tom4,1536,0.024680853
naive,1536,0.192674875
karatsuba,1536,0.025418997
tom3,1536,0.022380114
tom4,1536,0.012255192
naive,1536,0.119457006
karatsuba,1536,0.032087088
tom3,1536,0.037230015
tom4,1536,0.008659840
naive,1536,0.143822193
karatsuba,1536,0.032834053
tom3,1536,0.028657198
tom4,1536,0.007456064
naive,1536,0.097616196
karatsuba,1536,0.023235083
tom3,1536,0.016542912
tom4,1536,0.016706944
naive,1536,0.118903875
karatsuba,1536,0.022624969
tom3,1536,0.021584034
tom4,1536,0.027702093
naive,1536,0.150948048
karatsuba,1536,0.033663034
tom3,1536,0.032052994
tom4,1536,0.014385939
naive,1536,0.087657928
karatsuba,1536,0.015891075
tom3,1536,0.022588968
tom4,1536,0.009678125
naive,1536,0.083884001
karatsuba,1536,0.017987013
tom3,1536,0.016777039
tom4,1536,0.013437986
naive,1536,0.080790997
karatsuba,1536,0.021353960
tom3,1536,0.029520035
tom4,1536,0.015442133
naive,1536,0.088855982
karatsuba,1536,0.025055170
tom3,1536,0.011023998
tom4,1536,0.010022879
naive,1536,0.072455883
karatsuba,1536,0.009400129
tom3,1536,0.008069038
tom4,1536,0.005787134
naive,1536,0.000982046
karatsuba,1536,0.019212961
tom3,1536,0.009338856
tom4,1536,0.008148909
naive,1536,0.050340176
karatsuba,1536,0.013405800
tom3,1536,0.015610933
tom4,1536,0.005726099
naive,1536,0.064050913
karatsuba,1536,0.010231972
tom3,1536,0.013312101
tom4,1536,0.006703854
naive,1536,0.092905998
karatsuba,1536,0.021643162
tom3,1536,0.018711090
tom4,1536,0.011297941
naive,1536,0.077769041
karatsuba,1536,0.012154818
tom3,1536,0.011979818
tom4,1536,0.005642176
naive,1536,0.041337967
karatsuba,1536,0.008909941
tom3,1536,0.007581949
tom4,1536,0.008203030
naive,1536,0.049658060
karatsuba,1536,0.012860060
tom3,1536,0.009857178
tom4,1536,0.007592916
naive,1536,0.049947977
karatsuba,1536,0.010999918
tom3,1536,0.014878988
tom4,1536,0.006145000
naive,1536,0.048017979
karatsuba,1536,0.010074139
tom3,1536,0.010069847
tom4,1536,0.004610062
naive,1536,0.037940979
karatsuba,1536,0.009222031
tom3,1536,0.007452965
tom4,1536,0.005537987
naive,1536,0.044317961
karatsuba,1536,0.008214951
tom3,1536,0.006684065
tom4,1536,0.005975962
naive,1536,0.047878981
karatsuba,1536,0.009860992
tom3,1536,0.008252859
tom4,1536,0.006599903
naive,1536,0.040085077
karatsuba,1536,0.010854006
tom3,1536,0.009505987
tom4,1536,0.004760027
naive,1536,0.056676865
karatsuba,1536,0.012320995
tom3,1536,0.011282921
tom4,1536,0.006054163
naive,1536,0.048532009
karatsuba,1536,0.009226084
tom3,1536,0.008915901
tom4,1536,0.004878998
naive,1536,0.046088934
karatsuba,1536,0.010485172
tom3,1536,0.013458967
tom4,1536,0.013736010
naive,1536,0.073730946
karatsuba,1536,0.012425184
tom3,1536,0.013242006
tom4,1536,0.009370089
naive,1536,0.091340065
karatsuba,1536,0.018008947
tom3,1536,0.011570930
tom4,1536,0.006517887
naive,1536,0.126715899
karatsuba,1536,0.021412849
tom3,1536,0.013186932
tom4,1536,0.008327961
naive,1536,0.066011906
karatsuba,1536,0.017678022
tom3,1536,0.007461786
tom4,1536,0.006604910
naive,1536,0.061952114
karatsuba,1536,0.022916079
tom3,1536,0.015293837
tom4,1536,0.006855965
naive,1536,0.064588070
karatsuba,1536,0.012428999
tom3,1536,0.010612965
tom4,1536,0.005120993
naive,1536,0.052179098
karatsuba,1536,0.012340069
tom3,1536,0.012575150
tom4,1536,0.007560968
naive,1536,0.060118914
karatsuba,1536,0.010523081
tom3,1536,0.008127928
tom4,1536,0.006506205
naive,1536,0.064908028
karatsuba,1536,0.017418861
tom3,1536,0.017137051
tom4,1536,0.013000965
naive,1536,0.066700935
karatsuba,1536,0.020478964
tom3,1536,0.019327164
tom4,1536,0.009638786
naive,1536,0.096583843
karatsuba,1536,0.022410154
tom3,1536,0.015897989
tom4,1536,0.007579803
naive,1536,0.082079887
karatsuba,1536,0.023201942
tom3,1536,0.018712997
tom4,1536,0.007541895
naive,1536,0.086445093
karatsuba,1536,0.031020880
tom3,1536,0.012190819
tom4,1536,0.007403135
naive,1536,0.151176214
karatsuba,1536,0.032662868
tom3,1536,0.035476923
tom4,1536,0.011828184
naive,1536,0.126530170
karatsuba,1536,0.022959948
tom3,1536,0.021893978
tom4,1536,0.013903141
naive,1536,0.124320984
karatsuba,1536,0.034542799
tom3,1536,0.024284840
tom4,1536,0.026932955
naive,1536,0.089731932
karatsuba,1536,0.019443035
tom3,1536,0.017863989
tom4,1536,0.008234978
naive,1536,0.061115026
karatsuba,1536,0.012315035
tom3,1536,0.012717962
tom4,1536,0.012138128
naive,1536,0.044707060
karatsuba,1536,0.011759996
tom3,1536,0.008378029
tom4,1536,0.006137848
naive,1536,0.072055817
karatsuba,1536,0.017516851
tom3,1536,0.019046068
tom4,1536,0.006690979
naive,1536,0.076359034
karatsuba,1536,0.010073900
tom3,1536,0.007070065
tom4,1536,0.006054878
naive,1536,0.040772915
karatsuba,1536,0.008166075
tom3,1536,0.008638144
tom4,1536,0.005877972
naive,1536,0.047184944
karatsuba,1536,0.012416124
tom3,1536,0.011142969
tom4,1536,0.005383968
naive,1536,0.039451122
karatsuba,1536,0.008804083
tom3,1536,0.007066011
tom4,1536,0.004585981
naive,1536,0.040627956
karatsuba,1536,0.009683132
tom3,1536,0.007107973
tom4,1536,0.005429983
naive,1536,0.041236877
karatsuba,1536,0.008157015
tom3,1536,0.006864071
tom4,1536,0.004487991
naive,1536,0.040081024
karatsuba,1536,0.010642052
tom3,1536,0.009514093
tom4,1536,0.005702972
naive,1536,0.043154001
karatsuba,1536,0.007720947
tom3,1536,0.008012056
tom4,1536,0.004751921
naive,1536,0.040706873
karatsuba,1536,0.008599043
tom3,1536,0.008198977
tom4,1536,0.004973173
naive,1536,0.045581818
karatsuba,1536,0.011070013
tom3,1536,0.008854151
tom4,1536,0.008729935
naive,1536,0.044397116
karatsuba,1536,0.010940075
tom3,1536,0.012531042
tom4,1536,0.011181831
naive,1536,0.071029902
karatsuba,1536,0.011203051
tom3,1536,0.009306192
tom4,1536,0.008029938
naive,1536,0.059521914
karatsuba,1536,0.014104128
tom3,1536,0.022828102
tom4,1536,0.008226871
naive,1536,0.135488987
karatsuba,1536,0.034809828
tom3,1536,0.032440901
tom4,1536,0.018425941
naive,1536,0.132713079
karatsuba,1536,0.021228790
tom3,1536,0.020374060
tom4,1536,0.009592056
naive,1536,0.153206110
karatsuba,1536,0.022243977
tom3,1536,0.022177935
tom4,1536,0.007910013
naive,1536,0.149949074
karatsuba,1536,0.023363113
tom3,1536,0.021866083
tom4,1536,0.007696152
naive,1536,0.145900011
karatsuba,1536,0.024693966
tom3,1536,0.020936966
tom4,1536,0.008356094
naive,1536,0.120866060
karatsuba,1536,0.028985977
tom3,1536,0.038187027
tom4,1536,0.011129141
naive,1536,0.177628994
karatsuba,1536,0.026000023
tom3,1536,0.022552013
tom4,1536,0.018856049
naive,1536,0.136631966
karatsuba,1536,0.034237862
tom3,1536,0.022697926
tom4,1536,0.007425070
naive,1536,0.144629002
karatsuba,1536,0.021901131
tom3,1536,0.022135973
tom4,1536,0.008527994
naive,1536,0.166703939
karatsuba,1536,0.037054062
tom3,1536,0.042371035
tom4,1536,0.025717020
naive,1536,0.156209946
karatsuba,1536,0.022454977
tom3,1536,0.022703886
tom4,1536,0.017300129
naive,1536,0.133112192
karatsuba,1536,0.022969007
tom3,1536,0.022068977
tom4,1536,0.008702993
naive,1536,0.133789062
karatsuba,1536,0.033703089
tom3,1536,0.022619963
tom4,1536,0.007590055
naive,1536,0.135956049
karatsuba,1536,0.022887945
tom3,1536,0.023868799
tom4,1536,0.008379936
naive,1536,0.134275198
karatsuba,1536,0.021646976
tom3,1536,0.012257099
tom4,1536,0.017289162
naive,1536,0.123475790
karatsuba,1536,0.023281097
tom3,1536,0.023706913
tom4,1536,0.017884970
naive,1536,0.148736000
karatsuba,1536,0.024778843
tom3,1536,0.020936966
tom4,1536,0.018360138
naive,1536,0.118919849
karatsuba,1536,0.022153139
tom3,1536,0.021147013
tom4,1536,0.008831024
naive,1536,0.149524927
karatsuba,1536,0.045130968
tom3,1536,0.034176826
tom4,1536,0.028798103
naive,1536,0.146327972
karatsuba,1536,0.023756027
tom3,1536,0.023895979
tom4,1536,0.007735968
naive,1536,0.146332979
karatsuba,1536,0.023963928
tom3,1536,0.022074938
tom4,1536,0.007662058
naive,1536,0.131409883
karatsuba,1536,0.023210049
tom3,1536,0.022192001
tom4,1536,0.007537127
naive,1536,0.181493044
karatsuba,1536,0.038694859
tom3,1536,0.024628162
tom4,1536,0.020166874
naive,1536,0.178004980
karatsuba,1536,0.029536963
tom3,1536,0.037410021
tom4,1536,0.009629011
naive,1536,0.133162975
karatsuba,1536,0.028953075
tom3,1536,0.028467178
tom4,1536,0.014611006
naive,1536,0.126525879
karatsuba,1536,0.032974958
tom3,1536,0.021049023
tom4,1536,0.016597986
naive,1536,0.156605959
karatsuba,1536,0.032072067
tom3,1536,0.030967951
tom4,1536,0.016213894
naive,1536,0.176342964
karatsuba,1536,0.045743942
tom3,1536,0.035095930
tom4,1536,0.033545017
naive,1536,0.158690929
karatsuba,1536,0.033923149
tom3,1536,0.032545805
tom4,1536,0.016581059
naive,1536,0.154646158
karatsuba,1536,0.032266140
tom3,1536,0.031239986
tom4,1536,0.017574072
naive,1536,0.144497871
karatsuba,1536,0.031387091
tom3,1536,0.027384043
tom4,1536,0.017427921
naive,1536,0.186379194
karatsuba,1536,0.026084900
tom3,1536,0.025449991
tom4,1536,0.029756069
naive,1536,0.149844885
karatsuba,1536,0.040868044
tom3,1536,0.030462027
tom4,1536,0.017438889
naive,1536,0.141179800
karatsuba,1536,0.023334980
tom3,1536,0.022761822
tom4,1536,0.018220186
naive,1536,0.155368090
karatsuba,1536,0.025737047
tom3,1536,0.021042824
tom4,1536,0.007750988
naive,1536,0.178874969
karatsuba,1536,0.023680925
tom3,1536,0.022771120
tom4,1536,0.010050058
naive,1536,0.147495031
karatsuba,1536,0.032813072
tom3,1536,0.033798933
tom4,1536,0.028233051
naive,1536,0.136549950
karatsuba,1536,0.032514811
tom3,1536,0.040659189
tom4,1536,0.008306026
naive,1536,0.153249979
karatsuba,1536,0.043740988
tom3,1536,0.033447981
tom4,1536,0.028721094
naive,1536,0.147418022
karatsuba,1536,0.044364929
tom3,1536,0.028749943
tom4,1536,0.013744116
naive,1536,0.143166065
karatsuba,1536,0.033566952
tom3,1536,0.032516003
tom4,1536,0.016414881
naive,1536,0.177934885
karatsuba,1536,0.033769846
tom3,1536,0.043970108
tom4,1536,0.025872946
naive,1536,0.144579172
karatsuba,1536,0.028305054
tom3,1536,0.030390978
tom4,1536,0.016911983
naive,1536,0.147604942
karatsuba,1536,0.029978991
tom3,1536,0.025506020
tom4,1536,0.024291039
naive,1536,0.180608988
karatsuba,1536,0.035768032
tom3,1536,0.043314934
tom4,1536,0.023133039
naive,1536,0.174982071
karatsuba,1536,0.031328917
tom3,1536,0.042850971
tom4,1536,0.017517090
naive,1536,0.153630018
karatsuba,1536,0.032329082
tom3,1536,0.031033993
tom4,1536,0.008492947
naive,1536,0.133225203
karatsuba,1536,0.022071838
tom3,1536,0.022272825
tom4,1536,0.009493828
naive,1536,0.148571014
karatsuba,1536,0.025727034
tom3,1536,0.020853996
tom4,1536,0.018332005
naive,1536,0.151239157
karatsuba,1536,0.031652927
tom3,1536,0.030485868
tom4,1536,0.014511824
naive,1536,0.139489889
karatsuba,1536,0.035511017
tom3,1536,0.022166967
tom4,1536,0.009511948
naive,1536,0.122422934
karatsuba,1536,0.024729967
tom3,1536,0.026959896
tom4,1536,0.029352903
naive,1536,0.140503883
karatsuba,1536,0.043416023
tom3,1536,0.029665947
tom4,1536,0.008378983
naive,2048,0.311342001
karatsuba,2048,0.062546968
tom3,2048,0.041232109
tom4,2048,0.022484064
naive,2048,0.260693073
karatsuba,2048,0.050210953
tom3,2048,0.042954922
tom4,2048,0.031744003
naive,2048,0.333182096
karatsuba,2048,0.047152996
tom3,2048,0.042943954
tom4,2048,0.025142908
naive,2048,0.258459806
karatsuba,2048,0.048588991
tom3,2048,0.026368141
tom4,2048,0.032842875
naive,2048,0.320758104
karatsuba,2048,0.050251961
tom3,2048,0.033214092
tom4,2048,0.022436142
naive,2048,0.245988846
karatsuba,2048,0.049971819
tom3,2048,0.024578094
tom4,2048,0.040765047
naive,2048,0.306236982
karatsuba,2048,0.057709932
tom3,2048,0.025546074
tom4,2048,0.025439978
naive,2048,0.168517828
karatsuba,2048,0.049998999
tom3,2048,0.032149076
tom4,2048,0.044987917
naive,2048,0.294592857
karatsuba,2048,0.061131001
tom3,2048,0.023660183
tom4,2048,0.021659851
naive,2048,0.262989998
karatsuba,2048,0.063344002
tom3,2048,0.048007965
tom4,2048,0.039782047
naive,2048,0.310050964
karatsuba,2048,0.048536062
tom3,2048,0.042405128
tom4,2048,0.033630133
naive,2048,0.271319151
karatsuba,2048,0.058099985
tom3,2048,0.034050941
tom4,2048,0.032328129
naive,2048,0.307662964
karatsuba,2048,0.061769962
tom3,2048,0.032733917
tom4,2048,0.033134222
naive,2048,0.244780064
karatsuba,2048,0.036011934
tom3,2048,0.033206940
tom4,2048,0.032428026
naive,2048,0.268540859
karatsuba,2048,0.046872139
tom3,2048,0.034852982
tom4,2048,0.042578936
naive,2048,0.172049046
karatsuba,2048,0.026566029
tom3,2048,0.030313969
tom4,2048,0.023227930
naive,2048,0.222289085
karatsuba,2048,0.036391020
tom3,2048,0.042697191
tom4,2048,0.024536133
naive,2048,0.273347139
karatsuba,2048,0.058682203
tom3,2048,0.024617910
tom4,2048,0.025117874
naive,2048,0.244437933
karatsuba,2048,0.047620058
tom3,2048,0.033274174
tom4,2048,0.032173872
naive,2048,0.234826088
karatsuba,2048,0.042304039
tom3,2048,0.026624918
tom4,2048,0.037106037
naive,2048,0.224076033
karatsuba,2048,0.033422947
tom3,2048,0.032871962
tom4,2048,0.020070076
naive,2048,0.212871075
karatsuba,2048,0.023461819
tom3,2048,0.031089067
tom4,2048,0.018671989
naive,2048,0.178280115
karatsuba,2048,0.041367054
tom3,2048,0.037194967
tom4,2048,0.031610966
naive,2048,0.241937160
karatsuba,2048,0.048227072
tom3,2048,0.030267000
tom4,2048,0.021589041
naive,2048,0.215203047
karatsuba,2048,0.035962820
tom3,2048,0.021825790
tom4,2048,0.021548986
naive,2048,0.129091024
karatsuba,2048,0.032081127
tom3,2048,0.020975113
tom4,2048,0.023855925
naive,2048,0.134589195
karatsuba,2048,0.022993088
tom3,2048,0.014516115
tom4,2048,0.014808893
naive,2048,0.099598885
karatsuba,2048,0.014873981
tom3,2048,0.009763002
tom4,2048,0.008624792
naive,2048,0.105741978
karatsuba,2048,0.015496969
tom3,2048,0.008548975
tom4,2048,0.008003950
naive,2048,0.085667849
karatsuba,2048,0.018542051
tom3,2048,0.011198044
tom4,2048,0.011178970
naive,2048,0.080001116
karatsuba,2048,0.013517857
tom3,2048,0.007143974
tom4,2048,0.009741068
naive,2048,0.082795143
karatsuba,2048,0.036062002
tom3,2048,0.012049913
tom4,2048,0.018378973
naive,2048,0.156545877
karatsuba,2048,0.023243189
tom3,2048,0.034281015
tom4,2048,0.014091015
naive,2048,0.239424944
karatsuba,2048,0.048588991
tom3,2048,0.045128822
tom4,2048,0.030563116
naive,2048,0.223718882
karatsuba,2048,0.025700092
tom3,2048,0.021067858
tom4,2048,0.014343977
naive,2048,0.212738991
karatsuba,2048,0.046016932
tom3,2048,0.018954039
tom4,2048,0.017486095
naive,2048,0.170381069
karatsuba,2048,0.030426025
tom3,2048,0.025095940
tom4,2048,0.021487951
naive,2048,0.163568020
karatsuba,2048,0.026798964
tom3,2048,0.015159130
tom4,2048,0.011114120
naive,2048,0.141417027
karatsuba,2048,0.031713963
tom3,2048,0.027061939
tom4,2048,0.030162811
naive,2048,0.240491152
karatsuba,2048,0.048877001
tom3,2048,0.034466028
tom4,2048,0.030537128
naive,2048,0.186661959
karatsuba,2048,0.040034056
tom3,2048,0.029380083
tom4,2048,0.024099112
naive,2048,0.198992968
karatsuba,2048,0.025258064
tom3,2048,0.015883923
tom4,2048,0.021005869
naive,2048,0.176608801
karatsuba,2048,0.024767876
tom3,2048,0.016992092
tom4,2048,0.015928984
naive,2048,0.145801067
karatsuba,2048,0.033031940
tom3,2048,0.023175001
tom4,2048,0.014814138
naive,2048,0.135601044
karatsuba,2048,0.023719072
tom3,2048,0.017001867
tom4,2048,0.010072947
naive,2048,0.112951040
karatsuba,2048,0.019114017
tom3,2048,0.012635946
tom4,2048,0.012101889
naive,2048,0.103383064
karatsuba,2048,0.024553061
tom3,2048,0.016630173
tom4,2048,0.013746977
naive,2048,0.113502026
karatsuba,2048,0.019204140
tom3,2048,0.011810064
tom4,2048,0.012172937
naive,2048,0.086708069
karatsuba,2048,0.018388987
tom3,2048,0.008850813
tom4,2048,0.010483980
naive,2048,0.170152903
karatsuba,2048,0.048837900
tom3,2048,0.030908823
tom4,2048,0.030234098
naive,2048,0.242172003
karatsuba,2048,0.036784172
tom3,2048,0.020017147
tom4,2048,0.021464109
naive,2048,0.139532089
karatsuba,2048,0.036947966
tom3,2048,0.022697926
tom4,2048,0.041399956
naive,2048,0.148362160
karatsuba,2048,0.031324863
tom3,2048,0.024974823
tom4,2048,0.021167994
naive,2048,0.188755035
karatsuba,2048,0.021009922
tom3,2048,0.010519981
tom4,2048,0.012548923
naive,2048,0.094829798
karatsuba,2048,0.019114017
tom3,2048,0.026443958
tom4,2048,0.017028093
naive,2048,0.088880062
karatsuba,2048,0.013687849
tom3,2048,0.011135101
tom4,2048,0.008412123
naive,2048,0.079800844
karatsuba,2048,0.020400047
tom3,2048,0.012824059
tom4,2048,0.011108160
naive,2048,0.104516029
karatsuba,2048,0.020709038
tom3,2048,0.012480974
tom4,2048,0.015805006
naive,2048,0.091214895
karatsuba,2048,0.017479181
tom3,2048,0.009865046
tom4,2048,0.010179996
naive,2048,0.093657017
karatsuba,2048,0.013655901
tom3,2048,0.008655071
tom4,2048,0.008585930
naive,2048,0.080579042
karatsuba,2048,0.013737202
tom3,2048,0.009445906
tom4,2048,0.007691860
naive,2048,0.069968939
karatsuba,2048,0.013580084
tom3,2048,0.008666992
tom4,2048,0.007563114
naive,2048,0.069328070
karatsuba,2048,0.013392925
tom3,2048,0.008729935
tom4,2048,0.008097887
naive,2048,0.075239897
karatsuba,2048,0.014729023
tom3,2048,0.007177114
tom4,2048,0.007602930
naive,2048,0.068192005
karatsuba,2048,0.015086889
tom3,2048,0.010085106
tom4,2048,0.008085012
naive,2048,0.069597006
karatsuba,2048,0.012238979
tom3,2048,0.007221937
tom4,2048,0.007048130
naive,2048,0.066461086
karatsuba,2048,0.016973972
tom3,2048,0.007081032
tom4,2048,0.010112047
naive,2048,0.057659864
karatsuba,2048,0.011960030
tom3,2048,0.006742001
tom4,2048,0.007040977
naive,2048,0.055762768
karatsuba,2048,0.013138056
tom3,2048,0.012310028
tom4,2048,0.010758877
naive,2048,0.056782007
karatsuba,2048,0.008823872
tom3,2048,0.005570889
tom4,2048,0.006335020
naive,2048,0.055310011
karatsuba,2048,0.008197069
tom3,2048,0.007922173
tom4,2048,0.007350922
naive,2048,0.053565025
karatsuba,2048,0.009205103
tom3,2048,0.005903006
tom4,2048,0.008852005
naive,2048,0.063261032
karatsuba,2048,0.012345076
tom3,2048,0.011873007
tom4,2048,0.009545088
naive,2048,0.067522049
karatsuba,2048,0.009574890
tom3,2048,0.007629871
tom4,2048,0.007831097
naive,2048,0.057478905
karatsuba,2048,0.010231972
tom3,2048,0.007241964
tom4,2048,0.007771015
naive,2048,0.071382046
karatsuba,2048,0.016806841
tom3,2048,0.022722960
tom4,2048,0.009640932
naive,2048,0.168459892
karatsuba,2048,0.029796839
tom3,2048,0.019781113
tom4,2048,0.017085075
naive,2048,0.089450836
karatsuba,2048,0.013962030
tom3,2048,0.007827997
tom4,2048,0.009672880
naive,2048,0.067497015
karatsuba,2048,0.012616873
